Assignment batch,Merge date,"Labelers (Safwat,Atish, Hasan, Emma, Chris, Kevin)",PR Id,PR Link,Issue Summary,Issue type,Broader issue type,Detailed Code Change Description,User Demographic,Buggy Lines,Fixed Lines,Notes,Include?,Disagreement?
04/30/2026,05/05/2026,"Safwat, Chris",802213497,https://github.com/ONSdigital/design-system/pull/1356,SVG icons did not have the same color as the text following or preceding it when opened in IE11 or Edge.,color contrast,Color contrast,Created a separate high contrast mode scss file that handles svg color fills.,visual impairments,,,,1,
04/30/2026,05/05/2026,"Safwat, Chris",806725514,https://github.com/GoogleForCreators/web-stories-wp/pull/6353,aria-label text not following best practices,"aria label, assistive text",Screen reader information,update the aria-label text,visual impairments,,,,1,
03/27/2026,04/23/2026,"Hasan, Chris",822058075,https://github.com/adaptlearning/adapt-contrib-narrative/pull/210,The narrative elements are being read out in the wrong order by screen readers.,screen reader,Screen reader information,"added following lines in narrativeView.js: Adapt.a11y.toggleAccessibleEnabled($slideGraphics.children('.narrative__attribution'), false);
Adapt.a11y.toggleAccessibleEnabled($slideGraphics.filter(indexSelector).children('.narrative__attribution'), true);",visual impairments,,,,1,
05/06/2026,06/19/2026,"Hasan, Safwat",824336630,https://github.com/alphagov/govuk-frontend/pull/2163,Changed inaccessible texts (e.g.) to accessible text (for example).,screen reader,Screen reader information,"For each yaml document that has ""e.g."" in the text, changed them to ""for example"".",visual impairments,,,,1,
05/06/2026,05/13/2026,"Safwat, Chris",824754799,https://github.com/Automattic/wp-calypso/pull/50849,"Form button busy state appeared in gray for a lack of flag variable, which is of low contrast, and hard to read.",color contrast,Color contrast,"In site-url-input.jsx, added isFormSubmitBusy() method which utilizes constant isFetching to determine if data is still fetching.",general,,,,1,
03/15/2026,06/05/2026,"Emma, Safwat",826810353,https://github.com/scratchfoundation/scratch-gui/pull/6899,,,,,,,,,1,
03/03/2026,05/22/2026,"Kevin, Chris",848365063,https://github.com/justeattakeaway/fozzie-components/pull/858,a11y markup missing,screen reader,Screen reader information,added a11y markup with aria ,visual impairments,,,,1,
03/03/2026,04/09/2026,"Emma, Hasan",853839065,https://github.com/wordpress-mobile/gutenberg-mobile/pull/3350,The app crashes on slider container selection in VoiceOver/TalkBack accessibility mode from non-adjustable unit RangeCell a11y activation,"voice over, talkback",Screen reader information,,visual impairments,,,,1,
03/27/2026,04/23/2026,"Hasan, Chris",857171634,https://github.com/GoogleForCreators/web-stories-wp/pull/7197,keyboard nagivation using arrow keys not moving to the correct element,keyboard navigation,Keyboard navigation,fixed boolean conditions and implemented the arrow key navigation in useRovingTabIndex,"visual impairments, motor impairments",,,,1,
03/27/2026,06/08/2026,"Safwat, Emma",891146471,https://github.com/unl/wdntemplates/pull/1512,Focus style missing on card,focus element,Focus management,Added browser's native focus styles when card is focused and removed focus ring from primary link when card is focused.,"motor impairments, visual impairments",,,,1,
05/06/2026,06/19/2026,"Hasan, Safwat",909833569,https://github.com/cds-snc/digital-canada-ca/pull/2322,Headers were not defined consequentially.,header sequence,Heading and content structure,,visual impairments,,,,1,
03/03/2026,05/22/2026,"Kevin, Chris",915924080,https://github.com/twbs/bootstrap/pull/34214,missing img role and aria-label,aria label,Screen reader information,added img role and aria-label to icons,visual impairments,,,,1,
04/30/2026,06/16/2026,"Hasan, Atish",918881766,https://github.com/cds-snc/digital-canada-ca/pull/2348,Change card headings for better accessibility,screen reader,Screen reader information,h4 and h5 are used instead of h1 and h2,visual impairments,,,,1,
04/30/2026,06/16/2026,"Hasan, Atish",921271332,https://github.com/transloadit/uppy/pull/2930,"when navigating via keyboard and using a screen reader, the screen reader does not tell the user when they have checked one of the boxes next to a file or folder.",screen reader,Screen reader information,Improves checkboxes for screenreaders by using an actual input element with the right attributes.,visual impairments,,,,1,
05/06/2026,06/18/2026,"Atish, Emma",924840797,https://github.com/City-of-Helsinki/servicemap-ui/pull/701,Prevent automatic focus to site title if cookiehub banner is not hidden,focus element,Focus management,Prevent automatic focus to site title if cookiehub banner is not hidden using js,motor impairments,,,,1,
03/10/2026,03/11/2026,"Safwat, Atish",934420736,https://github.com/transloadit/uppy/pull/2980,Screen-reader does not read aloud when a checkbox is checked or unchecked.,screen reader,Screen reader information,"Replaced a custom checkbox-like UI with a native <input type=""checkbox""> element and bound its state using checked, disabled, and onChange. This enables proper semantic roles and state-change announcements for screen readers during keyboard interaction.",visual impairments,,,,1,
04/02/2026,05/20/2026,"Atish, Chris",946317527,https://github.com/gordon-cs/gordon-360-ui/pull/1283,Insufficient contrast against their background,color contrast,Color contrast,updated colors for accessibility,visual impairments,,,,1,
03/10/2026,05/21/2026,"Chris, Emma",946583554,https://github.com/cds-snc/digital-canada-ca/pull/2414,Aria labels are hardcoded for nav landmarks and not internationalized.,aria label,Screen reader information,Adds aria-label to nav for internationalization of screen-reader text.,visual impairments,,,,1,
04/30/2026,06/15/2026,"Safwat, Emma",950782151,https://github.com/cds-snc/digital-canada-ca/pull/2426,Headers were not defined consequentially.,header sequence,Heading and content structure,Changed a few headers from h4 to h3.,visual impairments,,,,1,
03/03/2026,03/04/2026,"Safwat, Atish",997860060,https://github.com/vakata/jstree/pull/2562,"aria-busy on a role=""none"" element accidentally un-hides it from screen readers",aria attributes,Screen reader information,Check if the anchor element exists and set aria-busy on it instead of the parent <li>,visual impairments,,,,1,
04/30/2026,06/15/2026,"Safwat, Emma",1005280654,https://github.com/GoogleForCreators/web-stories-wp/pull/9129,Improve alt text for 3P media,assistive text,Screen reader information,edit alt text to accurately reflect image,visual impairments,,,,1,
03/10/2026,05/21/2026,"Chris, Emma",1020264693,https://github.com/GoogleForCreators/web-stories-wp/pull/9321,Screenreaders don't announce confirmation for adding a tag or count of autocomplete options. added screenreader support for live regions,screen reader,Screen reader information,"Adds in a live region to adding new hierarchical (category) terms.
Adds in a live region to freeform (tag) autocomplete list results.",visual impairments,,,,1,
03/27/2026,05/05/2026,"Safwat, Atish",1029860470,https://github.com/twbs/bootstrap/pull/35223,"Add missing role=""search"" and type=""search"" in navbar doc and examples",screen reader,Screen reader information,"Adds role=""search"" to all navbar search forms across Bootstrap's documentation and examples so assistive technologies can identify them as search landmarks, and changes generic type=""text"" inputs to semantically correct type=""search"" in the navbars example. ",visual impairments,,,,1,
05/06/2026,05/13/2026,"Safwat, Chris",1048512551,https://github.com/Refinitiv/refinitiv-ui/pull/73,Lack of aria-attributes and navigation support,"aria label, navigation","Keyboard navigation, Screen reader information",added accessibility for nagivation and aria-attributes,"visual impairments, motor impairments",,,,1,
02/18/2026,02/25/2026,"Atish, Safwat",1061148272,https://github.com/Refinitiv/refinitiv-ui/pull/88,Improves screen reader support for list,aria attributes,Screen reader information,Adds <label> elements with id attributes and connects them to each ef-list via aria-labelledby.,visual impairments,,,,1,
03/27/2026,06/08/2026,"Safwat, Emma",1067332187,https://github.com/Refinitiv/refinitiv-ui/pull/102,improve screen reader support,screen reader,Screen reader information,"role=tree on tree element.
role=treeitem on tree-item element.
Adds aria-expanded to indicate expand/collapsed state of each tree-item
Adds aria-selected for single mode.
Adds aria-checked for multiple mode, to support tri-state i.e, true, false and mixed.
Adds aria-level which is depth+1 to each tree-item to indicate item depth.",visual impairments,,,,1,
03/10/2026,03/11/2026,"Safwat, Atish",1100050646,https://github.com/Refinitiv/refinitiv-ui/pull/161,Supporting screen reader for collapse element,screen reader,Screen reader information,"Wrapping the header text in a role=""button"" div with aria-expanded, aria-controls, and tabindex=""0"" for keyboard interaction; marking the decorative toggle icon as aria-hidden=""true""; adding role=""heading"" with a configurable aria-level to the header; and linking the content region via role=""region"" and aria-labelledby.","motor impairments, visual impairments",,,,1,
05/06/2026,06/18/2026,"Atish, Emma",1102620289,https://github.com/Leaflet/Leaflet/pull/7908,the popup close buttons needs to pass WCAG 2.2 SC 2.5.8 Target Size (Minimum) and small visual bug with the outline for keyboard users.,"keyboard, icon issue","Target size, Keyboard navigation","fix the width, height, and font size","motor impairments, visual impairments",,,,1,
04/02/2026,06/11/2026,"Safwat, Emma",1113375400,https://github.com/Refinitiv/refinitiv-ui/pull/176,index.html did not have accessibility support.,aria attributes,Screen reader information,"in packages/elements/src/button-bar/__demo__/index.html , added role attributes to radio buttons, added aria label on tick icon.",visual impairments,,,,1,
03/10/2026,06/04/2026,"Hasan, Safwat",1129640638,https://github.com/Refinitiv/refinitiv-ui/pull/200,Pill toggle has no accessibility support.,aria label,Screen reader information,"Added aria-pressed attribute to pill's index.ts for the update toggle, including conditions for removing attribute value when it is not active.",visual impairments,,,,1,
04/30/2026,05/05/2026,"Safwat, Chris",1129835771,https://github.com/Refinitiv/refinitiv-ui/pull/202,add accessibility to tab and tab bar,"keyboard navigation, aria attributes","Keyboard navigation, Screen reader information","tab:
should have role=""tab""
should have aria-selected: true | false to indicate current active tab
should support Delete key

tab-bar:
should have role=""tablist""
should support Left/Right/Up/Down Arrow keyboard navigation across tabs
should support Home and End which navigates to the first and last tab.","visual impairments, motor impairments",,,,1,
04/30/2026,05/05/2026,"Safwat, Chris",1132587970,https://github.com/mozilla/pdf.js/pull/14554,button groups need role and aria-checked,aria attributes,Screen reader information,"added aria-checked and role=""radio"" or role=""radiogroup""",visual impairments,,,,1,
05/06/2026,06/18/2026,"Atish, Emma",1134423997,https://github.com/Leaflet/Leaflet/pull/7996,Enabling outlines on leaflet-container for keyboard users,keyboard-navigation,Keyboard navigation,outline-offset added to leaflet-container,motor impairments,,,,1,
03/15/2026,03/26/2026,"Safwat, Chris",1140135816,https://github.com/adaptlearning/adapt-contrib-hotgraphic/pull/216,added alt-text and aria hidden,screen reader,Screen reader information,added alt text for aria-label class and set image to aria-hidden,visual impairments,,,,1,
03/15/2026,04/01/2026,"Atish, Hasan",1140966391,https://github.com/Automattic/wp-calypso/pull/61196,Focus state is not properly visible for no highlighting.,navigation,Keyboard navigation,Adds consistent focus-visible keyboard focus outlines (a 2px primary-color box shadow) to several My Home components that previously had no visible focus indicator. Also moves overflow: hidden from a parent container to its child <a> tag so the focus outline isn't clipped.,"motor impairments, visual impairments",,,,1,
03/10/2026,05/21/2026,"Chris, Emma",1154179361,https://github.com/ONSdigital/design-system/pull/2013,refactoring induced accessibility issues with change in aria-attributes for new web elements,aria attributes,Screen reader information,added aria-expanded and assistive text,visual impairments,,,,1,
04/02/2026,05/20/2026,"Atish, Chris",1163893375,https://github.com/Refinitiv/refinitiv-ui/pull/237,improve screen reader support,aria attributes,Screen reader information,replace aria-label with aria-description,visual impairments,,,,1,
05/06/2026,06/19/2026,"Hasan, Safwat",1169132275,https://github.com/Refinitiv/refinitiv-ui/pull/240,"Pagination component has unclear screen reader behavior and limited keyboard support, requiring better input announcements, hidden redundant buttons, and Arrow/Home/End key navigation.","screen reader, navigation","Screen reader information, Keyboard navigation",,,,,,1,
04/30/2026,06/16/2026,"Hasan, Atish",1200519743,https://github.com/GoogleForCreators/web-stories-wp/pull/11243,Adding Focus Keyboard Shortcut to Popup,keyboard-navigation,Keyboard navigation,added Ctrl + Alt + P event listener ,motor impairments,,,,1,
05/06/2026,06/19/2026,"Hasan, Safwat",1213690009,https://github.com/Leaflet/Leaflet/pull/8183,Leaflet attribution flag did not scale properly when users changed the page or browser font size.,page zoom,Target size,"Changed css component .leaflet-control-attribution svg to .leaflet-attribution-flag, added width and height, and added this attribute to ukrainianFlag variable in control attribution script file.",visual impairments,,,,1,
03/15/2026,06/05/2026,"Emma, Safwat",1218594475,https://github.com/Refinitiv/refinitiv-ui/pull/285,Color palettes don't have accessibility text.,"aria hidden, screen reader",Screen reader information,"Added aria-hidden to color palettes, added label tag to text with for attribute assigning it to other components.",visual impairments,,,,1,
04/02/2026,05/07/2026,"Hasan, Safwat",1219233097,https://github.com/Refinitiv/refinitiv-ui/pull/288,Role is not defined in tooltip object.,screen reader,Screen reader information,"Adds role=""tooltip"" to component, so screen-readers can get more context about the specific portion of text.",visual impairments,,,,1,
03/27/2026,04/23/2026,"Hasan, Chris",1238359144,https://github.com/ministryofjustice/moj-frontend/pull/359,Need to provide Banner components the region role,"screen reader, aria label",Screen reader information,"added role=""region"" aria-label=""{{ params.iconFallbackText | default(params.type) | default(""banner"") }}""",visual impairments,,,,1,
04/02/2026,06/11/2026,"Safwat, Emma",1250953681,https://github.com/Refinitiv/refinitiv-ui/pull/338,No accessibility support for auto suggestions.,aria attributes,Screen reader information,Added role and other aria attributes to input field. Added aria attributes for options chosen during auto suggestions.,visual impairments,,,,1,
03/03/2026,04/09/2026,"Emma, Hasan",1262730833,https://github.com/City-of-Helsinki/servicemap-ui/pull/825,"The result ordering dropdown lack an associated label, hence it can't announce the element while navigating.",aria label,Screen reader information,"added attributes component=""label"" for=""result-sorter"" in Typography tag.",visual impairments,,,,1,
04/30/2026,06/16/2026,"Hasan, Atish",1266199802,https://github.com/City-of-Helsinki/servicemap-ui/pull/828,Fixed focus handling and added event to close menu on 'esc' press.,"aria attributes, screen reader, navigation","Keyboard navigation, Screen reader information",event listener added for esc press. ariaHidden attribute updated for screenreaders,"visual impairments, motor impairments",,,,1,
05/06/2026,06/18/2026,"Atish, Emma",1273197441,https://github.com/City-of-Helsinki/servicemap-ui/pull/835,Changing browser font size did not scale some texts that had font size as px.,css-font,Text presentation,fontSize changed from pixel to relative,visual impairments,,,,1,
03/03/2026,03/04/2026,"Safwat, Atish",1278599871,https://github.com/adaptlearning/adapt-contrib-accordion/pull/117,"Aria level headers get skipped in numbering when article headers, block headers are not present.",aria attributes,Screen reader information,Supplied the component id to the a11y.ariaLevel function to aid automated calculations,visual impairments,,,,1,
05/06/2026,06/18/2026,"Atish, Emma",1291566097,https://github.com/adaptlearning/adapt-contrib-resources/pull/78,Adding missing aria attribution for tabs,aria attributes,Screen reader information,aria attributes added to buttons,visual impairments,,,,1,
03/10/2026,06/04/2026,"Hasan, Safwat",1305203651,https://github.com/nextcloud/text/pull/2717,"Menubar is only visible then the editor has focus, which makes it hard to discover. When trying to navigate with the keyboard the menu bar should stay visible and be navigable with the keyboard. Placeholder is not accessible by keyboard navigation (to create a new README)",navigation,Keyboard navigation,Allows to keyboard focus on placeholder and create a new workspace using enter and space keys.,motor impairments,,,,1,
03/10/2026,06/04/2026,"Hasan, Safwat",1319402900,https://github.com/adaptlearning/adapt-contrib-tutor/pull/75,Elements that do not require titles end up having no accessible title either as there were no default accessible title set for them.,assistive text,Screen reader information,"Added an alternative feedback title (altTitle) and rendered it with role=""heading"" and aria-level.",visual impairments,,,,1,
03/15/2026,04/01/2026,"Atish, Hasan",1320913408,https://github.com/adaptlearning/adapt-contrib-tutor/pull/76,"The aria-level for notifications and inline feedback is defined as a single string in the JSON. As a result, if a course includes both inline feedback and notifications, they will both be rendered at the same level—level 1—by default.",aria attributes,Screen reader information,"Replace deprecated a11y_attrs_heading usage with the following: role=""heading"" aria-level=""{{a11y_aria_level _attributes.data-adapt-id '@component+1' _ariaLevel }}",visual impairments,,,,1,
05/06/2026,05/13/2026,"Safwat, Chris",1320936282,https://github.com/adaptlearning/adapt-contrib-core/pull/204,Collapsed state of hamburger menu (Drawer) are not announced.,aria attributes,Screen reader information,Added aria-expanded state to drawer button in drawerView.js,visual impairments,,,,1,
03/03/2026,04/09/2026,"Emma, Hasan",1327777208,https://github.com/adaptlearning/adapt-contrib-resources/pull/83,Labels for resources items are unnecessarily verbose,"aria label, aria attributes",Screen reader information,Removes referenced tab title and description from aria-labels within each resource item,visual impairments,,,,1,
04/30/2026,06/16/2026,"Hasan, Atish",1329807888,https://github.com/ONSdigital/design-system/pull/2376,Ensures all elements render correctly in high contrast mode.,color contrast,Color contrast,High contrast mode fixes,visual impairments,,,,1,
03/15/2026,03/26/2026,"Safwat, Chris",1334317818,https://github.com/nextcloud/spreed/pull/7695,Success and error codes are not displayed using colored icons.,icon issue,Color contrast,Added success and failure colored icons using ButtonVue in web server setup.,"visual impairments, cognitive impairments",,,"Not sure whether user with visual impairments is served here or the general population, just for the ease of use.",1,
04/30/2026,06/15/2026,"Safwat, Emma",1335734686,https://github.com/ONSdigital/design-system/pull/2390,Timeout modal is announced as a different level than it should.,screen reader,Screen reader information,Changed time out modal from h1 to h2.,visual impairments,,,,1,
05/06/2026,06/18/2026,"Atish, Emma",1336005533,https://github.com/ONSdigital/design-system/pull/2392,Label/Legend description change,screen reader,Screen reader information,margin changed and description added,"motor impairments, visual impairments",,,,1,
04/30/2026,06/16/2026,"Hasan, Atish",1350680662,https://github.com/nextcloud/viewer/pull/1351,Flex wrap controls on small width,keyboard-navigation,Keyboard navigation,max-width is set to 100%,motor impairments,,,,1,
05/06/2026,06/19/2026,"Hasan, Safwat",1406737605,https://github.com/Automattic/wp-calypso/pull/69003,No accessible text in close button,aria label,Screen reader information,,visual impairments,,,,1,
03/27/2026,05/05/2026,"Safwat, Atish",1463000636,https://github.com/nextcloud/activity/pull/1017,Updating the document title to include the currently selected activity filter name,"screen reader, keyboard-navigation","Keyboard navigation, Screen reader information","When a user clicks a filter in the activity navigation, the browser's page title (window.document.title) now updates to reflect the active filter","visual impairments, motor impairments",,,,1,
02/18/2026,03/04/2026,"Emma, Chris",1477126892,https://github.com/nolanlawson/pinafore/pull/2302,change notification page for readability while meeting WCAG standards,color contrast,Color contrast,set text color to lowest WCAG compliant gray for deemphasized text (44%),visual impairments,,,,1,
04/30/2026,06/16/2026,"Hasan, Atish",1492975460,https://github.com/code-dot-org/code-dot-org/pull/49451,tall courseblocks get empty alt tag by default,assistive text,Screen reader information,empty alt tag added for images,visual impairments,,,,1,
04/30/2026,06/15/2026,"Safwat, Emma",1495004468,https://github.com/code-dot-org/code-dot-org/pull/49476,Add aria-label to progress bubble links to improve accessibility in all types of screen readers,aria label,Screen reader information,add aria-label={a11y_description},visual impairments,,,,1,
05/06/2026,06/18/2026,"Atish, Emma",1497221467,https://github.com/code-dot-org/code-dot-org/pull/49514,Add alt text to /thebadguys landing page,assistive text,Screen reader information,add alt text,visual impairments,,,,1,
04/30/2026,06/15/2026,"Safwat, Emma",1498917904,https://github.com/code-dot-org/code-dot-org/pull/49546,No alt text for login instruction image and secret image.,screen reader,Screen reader information,Defined alt text for login instruction image in en-us.json which is set as the alt attribute value for sign in instruction image in SectionLoginInfo.jsx. Added secretPictureName: serverStudent.secret_picture_name in teacherSectionsRedux.js.,visual impairments,,,,1,
05/06/2026,06/19/2026,"Hasan, Safwat",1499038117,https://github.com/code-dot-org/code-dot-org/pull/49550,No aria label for an input component.,aria label,Screen reader information,Added aria label to input component and switched onClick to onKeyDown.,visual impairments,,,,1,
04/30/2026,06/16/2026,"Hasan, Atish",1515922121,https://github.com/twbs/bootstrap/pull/37780,Dynamically update aria-label for theme switcher,aria attributes,Screen reader information,set an explicit aria-label to the switcher. Also include the currently selected theme name. Make the theme buttons actual aria-pressed toggles. Set focus explicitly back to the dropdown toggle button after a selection is made,visual impairments,,,,1,
05/06/2026,06/19/2026,"Hasan, Safwat",1519560106,https://github.com/code-dot-org/code-dot-org/pull/49641,Missing alt text on images.,assistive text,Screen reader information,Added alt text in en-us.json and referred to the alt text in apps/src/lib/kits/maker/ui/SetupGuide.jsx,visual impairments,,,,1,
03/10/2026,03/11/2026,"Safwat, Atish",1529884471,https://github.com/code-dot-org/code-dot-org/pull/49763,Screen reader reads button labels twice.,screen reader,Screen reader information,"Removed redundancy in screen-reader by turning button with links to button-styled links. Replaces <button> elements wrapped in markdown links with proper <a class=""link-button""> anchor tags",visual impairments,,,,1,
03/27/2026,04/23/2026,"Hasan, Chris",1549480663,https://github.com/inveniosoftware/invenio-app-rdm/pull/2027,missing aria-label that made navigation difficult for screenreaders,aria label,Screen reader information,"aria-label added to the quick create ""+"" navbar icon ",visual impairments,,,,1,
04/30/2026,05/05/2026,"Safwat, Chris",1575985471,https://github.com/adaptlearning/adapt-contrib-media/pull/252,Caption selection button is not announced by screen-reader for having no aria-pressed label.,"screen reader, aria label",Screen reader information,Overridden the MediaElementPlayer.prototype.setTrack() method to allow use of aria-pressed label on closed caption button.,visual impairments,,,,1,
04/30/2026,06/15/2026,"Safwat, Emma",1578625598,https://github.com/cgkineo/adapt-hotgrid/pull/103,Changes the Hotgrid Notify close button's aria-label to the correct identifier,aria label,Screen reader information,Changes arialabels.onCloseClick to arialabels.closePopup,visual impairments,,,,1,
03/15/2026,06/05/2026,"Emma, Safwat",1584879360,https://github.com/dequelabs/cauldron/pull/894,Replace variable focus light with a value that has higher color contrast,color contrast,Color contrast,feat(styles): Add variable accent purple high contrast color,visual impairments,,,,1,
03/03/2026,03/04/2026,"Safwat, Atish",1586684290,https://github.com/adaptlearning/adapt-contrib-matching/pull/164,Ensuring all icons in every template are uniform and setting up with the same structure with the appropriate aria hidden label,screen reader,Screen reader information,"Adds aria-hidden=""true"" to three purely decorative icon elements",visual impairments,,,,1,
05/06/2026,06/19/2026,"Hasan, Safwat",1587871377,https://github.com/adaptlearning/adapt-contrib-hotgraphic/pull/259,Unable to use keyboard arrows to navigate hotgraphic. Closing popup makes screenreader lose focus.,"screen reader, navigation",Keyboard navigation,"Removed ""aria-haspopup=""dialog"""" attribute from two hotgraphic buttons.","motor impairments, visual impairments",,,,1,
04/30/2026,05/05/2026,"Safwat, Chris",1588287037,https://github.com/adaptlearning/adapt-contrib-tutor/pull/86,"Icons across templates were not consistently marked as decorative, causing screen readers to potentially announce them unnecessarily.",aria hidden,Screen reader information,"Added aria-hidden=""true"" to span class ""icon""",visual impairments,,,,1,
05/06/2026,05/13/2026,"Safwat, Chris",1589436519,https://github.com/trendmicro-frontend/tonic-ui/pull/694,"Default outline for elements with tabindex=""-1"" can create accessibility issues.",navigation,Keyboard navigation,"Removed the default outline for tabindex=-1, and made it 0.","motor impairments, visual impairments",,,,1,
03/03/2026,05/22/2026,"Kevin, Chris",1589518626,https://github.com/adaptlearning/adapt-contrib-boxMenu/pull/139,Ensure items have appropriate aria-hidden,aria hidden,Screen reader information,added aria-hidden and set to true,visual impairments,,,,1,
05/06/2026,06/18/2026,"Atish, Emma",1590187914,https://github.com/adaptlearning/adapt-contrib-boxMenu/pull/141,"Standardise boxMenu aria labels, Menu item button aria label doesn't match visible button label",aria label,Screen reader information,Standardise aria-labels with recent changes to component aria labels,visual impairments,,,,1,
05/06/2026,06/18/2026,"Atish, Emma",1607823765,https://github.com/code-dot-org/code-dot-org/pull/50576,"Assign and unassign section buttons a11y, realigning hidden and visible",element-positioning,Heading and content structure,css changed,motor impairments,,,,1,
05/06/2026,05/13/2026,"Safwat, Chris",1611803203,https://github.com/nextcloud/spreed/pull/8973,There were missing aria labels for buttons in call view.,aria label,Screen reader information,Added audioButtonToolTip and videoButtonToolTip variable to aria-label for connection failed buttons.,visual impairments,,,,1,
04/30/2026,06/16/2026,"Hasan, Atish",1613017039,https://github.com/nextcloud/spreed/pull/8983,Adding aria-label to button with only numeric label,aria label,Screen reader information,aria label added to <NcButton>,visual impairments,,,,1,
05/06/2026,06/19/2026,"Hasan, Safwat",1629219685,https://github.com/nextcloud/activity/pull/1123,RSS link button is not accessible.,color contrast,Color contrast,"Increased width and height of RSS icon, changed it from <a> to <button> with added aria-label.",visual impairments,,,,1,
02/18/2026,03/13/2026,"Kevin, Hasan",1634539039,https://github.com/cgkineo/adapt-hotgrid/pull/117,"viewed/completed items in the UI were only signified via color, making it difficult for blind or low-vision users to unerstand if they had completed items",ui-component-state,Color contrast,Added new icon to indicate viewed/completed items,visual impairments,,,,1,
04/30/2026,06/15/2026,"Safwat, Emma",1635548632,https://github.com/adaptlearning/adapt-contrib-pageLevelProgress/pull/172,Aria label of a component is too long.,aria label,Screen reader information,"Added additional instruction to pageLevelProgress, shortened pageLevelProgressIndicatorBar default text in schema.json and properties.schema.",visual impairments,,,,1,
05/06/2026,06/18/2026,"Atish, Emma",1655140383,https://github.com/adaptlearning/adapt-contrib-narrative/pull/257,"Cannot calculate appropriate heading level, no model id was specified",screen reader,Screen reader information,Supplied id to a11y.ariaLevel calculation in order to find componentItem relative to component,visual impairments,,,,1,
03/10/2026,06/04/2026,"Hasan, Safwat",1655333763,https://github.com/adaptlearning/adapt_framework/pull/3387,Config does not have support for reduced motion for people with dizziness or motion sickness.,reduce motion,Motion sensitivity,"Added the attribute ""_isPrefersReducedMotionEnabled"": true to config.json",cognitive impairments,,,,1,
03/03/2026,04/09/2026,"Emma, Hasan",1735088151,https://github.com/code-dot-org/code-dot-org/pull/52165,The purple brand color used on text links is not accessible against the light blue background in the callout sections used in the rebrand pages.,color contrast,Color contrast,updated the section.bg-primary-light attribute in ‎pegasus/sites.v3/code.org/public/css/design-system-pegasus.scss‎ file.,visual impairments,,,,1,
05/06/2026,05/13/2026,"Safwat, Chris",1738164722,https://github.com/zooniverse/front-end-monorepo/pull/4753,Selected text are not properly announced by voice overs.,"screen reader, aria label",Screen reader information,"Changed styled.span to styled.mark, and added aria labels.",visual impairments,,,,1,
05/06/2026,06/19/2026,"Hasan, Safwat",1760973969,https://github.com/alphagov/govuk-frontend/pull/3819,focus style is only visible at the bottom of the image and may therefore be completely obscured to a user (e.g. the focus style may be entirely outside of the viewport),focus element,Focus management,,"visual impairments, motor impairments",,,,1,
05/06/2026,06/18/2026,"Atish, Emma",1821851175,https://github.com/Refinitiv/refinitiv-ui/pull/865,"VO always announce percentage value in number-field when open in Safari. To make VO+Safari announced correct value, the document in MDN suggests to include aria-valuetext with aria-valuenow to prevent it from announced value as percentage when aria-valuemin and aria-valuemax are not defined.",aria attributes,Screen reader information,add aria-valuetext,visual impairments,,,,1,
02/18/2026,03/04/2026,"Emma, Chris",1824035144,https://github.com/Refinitiv/refinitiv-ui/pull/868,want to prevent VO (apple screen reader) from announcing percentage,aria attributes,Screen reader information,"add aria-value text to prevent VO from announcing percentage: 'aria-valuetext': `${this.value || 0}`,",visual impairments,,,,1,
05/06/2026,05/13/2026,"Safwat, Chris",1842911139,https://github.com/adaptlearning/adapt-contrib-slider/pull/192,Missing required accessibility name for slider,"screen reader, aria attributes",Screen reader information,ariaScaleName added to give context of scale measurement,visual impairments,,,,1,
05/06/2026,05/13/2026,"Safwat, Chris",1845281685,https://github.com/ONSdigital/design-system/pull/2779,tag not read by screenreader correctly,screen reader,Screen reader information,changed tag from h3 to strong,visual impairments,,,,1,
04/30/2026,06/16/2026,"Hasan, Atish",1845743938,https://github.com/nextcloud/spreed/pull/10176,"Search improvement, involving issue with focus and tabbing.",keyboard-navigation,Keyboard navigation,searchText attribute added,motor impairments,,,,1,
03/10/2026,05/21/2026,"Chris, Emma",1847562384,https://github.com/adaptlearning/adapt-contrib-languagePicker/pull/85,Assistive technologies don't know if drawer is opened or closed because of the absence of aria expanded attribute/.,aria attributes,Screen reader information,Added event listener when drawer is closed or clicked and updated aria-expanded to False or True. Added aria-expanded attribute to language picker nav view.,visual impairments,,,,1,
04/02/2026,05/20/2026,"Atish, Chris",1865563104,https://github.com/adaptlearning/adapt-contrib-core/pull/434,Skip navigation button not focusing on content when navigating with arrows,"screen reader, keyboard navigation",Keyboard navigation,added delay to a11y.focusFirst in navigation button view,"visual impairments, motor impairments",,,,1,
03/27/2026,04/23/2026,"Hasan, Chris",1894695833,https://github.com/zooniverse/front-end-monorepo/pull/5327,the padding from the signed-out user navigation menu in ZooHeader was accidentaly removed. added aria-label to user menu,"navigation, aria label","Screen reader information, Keyboard navigation",added pad={userNavigationPadding} in function ZooHeader (),"visual impairments, motor impairments",,,,1,
05/06/2026,06/18/2026,"Atish, Emma",1921348202,https://github.com/Refinitiv/refinitiv-ui/pull/980,Adding aria-readonly=true when list and tree are in stateless mode,aria attributes,Screen reader information,Adding aria-readonly for stateless mode,visual impairments,,,,1,
